10000 6000 10000
102 75;16;0;166;150
103 63;77;1140;4003;0
104 20;28;2064;4058;0
105 7;80;0;2229;7985
106 56;81;9264;2010;3981
107 80;12;0;2994;356
108 30;92;5211;9502;6282
109 18;40;0;7553;8760
110 54;53;904;3074;1966
111 50;2;889;5717;9295
112 14;95;19;9481;1629
113 12;25;1128;209;5968
114 30;74;2484;908;0
115 51;14;0;2979;2326
116 23;97;2081;3379;782
117 68;71;8167;5538;0
118 60;84;7259;5067;0
119 69;57;1492;4564;2379
120 81;65;72;3029;8120
121 15;63;0;5204;545
122 72;38;2102;8707;4600
123 51;88;7896;4588;0
124 91;76;6409;5485;0
125 30;61;739;2728;655
126 29;64;1925;4864;0
127 15;69;4229;9030;0
128 31;86;2326;8438;2043
129 32;36;0;1922;829
130 71;44;9284;3299;2589
131 17;16;4189;8823;2669
132 22;34;0;3959;6760
133 44;45;4139;8669;7553
134 80;13;9865;2058;6621
135 55;54;8040;6036;9291
136 86;65;1556;4212;388
137 63;40;0;1997;1067
138 29;29;857;4806;2482
139 7;79;1823;5124;1181
140 71;82;1728;2147;1645
141 82;35;2207;970;6727
142 16;6;1881;7703;1329
143 27;79;0;950;6083
144 42;63;4280;8676;6588
145 54;56;6334;3930;6443
146 3;43;425;2636;836
147 56;88;2062;5720;0
148 46;43;4600;9890;2033
149 65;1;1019;3458;618
150 15;14;1545;6876;290
151 56;34;1225;2386;0
152 11;96;8908;8645;868
153 59;14;1603;7164;0
154 1;66;3345;4738;3061
155 36;48;0;9545;9360
156 42;90;5209;4999;9921
157 45;14;5641;1255;7675
158 41;76;2444;658;2103
159 64;18;1423;1959;995
160 54;76;1894;1801;7066
161 5;38;0;5738;2427
162 58;5;0;1484;3171
163 34;23;9208;2363;9973
164 53;78;888;2043;2179
165 17;68;1703;4589;1713
166 93;23;1030;1185;0
167 22;51;4296;4883;725
168 30;51;5129;557;4649
169 36;58;1931;387;0
170 55;32;0;8827;716
171 22;13;8455;1759;5015
172 96;64;1287;149;8258
173 93;7;1685;7234;621
174 62;53;0;7148;1708
175 96;76;0;3093;8971
176 8;63;2194;3745;0
177 61;98;3004;5421;8035
178 96;87;8229;9628;1967
179 42;10;6397;4668;1415
180 40;23;1434;1421;0
181 94;42;7117;7871;0
182 48;47;7087;7508;4337
183 17;49;7229;3571;6613
184 21;45;2517;4422;0
185 31;36;0;8757;5593
186 95;79;7265;0;2420
187 84;6;3090;0;2327
188 60;18;1366;0;1201
189 55;7;3663;2116;662
190 75;69;6096;5072;6295
191 5;83;1985;3794;358
192 70;5;865;5675;3260
193 67;83;7587;0;2184
194 37;8;948;5571;1391
195 12;36;575;9463;0
196 77;69;6913;2548;0
197 82;22;9359;0;8340
198 41;72;0;1098;3572
199 98;23;113;3611;0
200 82;76;0;4560;9313
201 25;56;0;3708;1142
202 51;65;1554;0;35
203 71;10;351;7915;0
204 43;48;0;7472;319
205 65;56;353;828;1900
206 37;10;3747;6604;1597
207 25;48;0;3841;6510
208 18;4;1601;5839;2456
209 2;41;3475;366;342
210 3;61;5630;5910;1391
211 51;87;1963;8105;1319
212 67;39;0;5141;4834
213 78;83;534;2508;2190
214 18;50;5577;9591;3891
215 20;34;1995;5392;0
216 35;84;1859;1253;8153
217 41;45;6253;0;5296
218 61;84;1121;4997;1223
219 97;42;6023;7613;0
220 65;12;4083;6705;1266
221 15;70;2853;5530;0
222 13;59;4;4058;0
223 39;46;1165;9754;649
224 24;93;3861;8385;0
225 5;57;0;3419;9257
226 40;4;2802;364;0
227 85;25;5101;7467;0
228 39;90;0;1300;178
229 6;37;2754;6442;4559
230 28;98;1784;0;7017
231 72;32;5706;8266;2202
232 61;31;4031;702;538
233 49;54;0;6742;3868
234 30;7;1264;494;0
235 30;86;205;4758;980
236 10;46;0;8897;130
237 43;26;1804;8187;5014
238 11;31;7805;4122;7457
239 86;97;0;5907;1159
240 12;93;1412;9683;4292
241 98;4;0;4936;2459
242 29;61;0;9110;1695
243 35;97;7643;2082;9907
244 91;76;5;2909;0
245 61;0;0;670;2453
246 53;0;2194;6457;811
247 17;70;9993;3141;9411
248 44;85;3337;2267;0
249 66;93;2960;0;3037
250 54;69;0;391;1598
251 1;94;1333;9848;2102
252 6;78;6968;3370;1278
253 65;59;0;3536;1101
254 23;36;5607;5307;0
255 97;49;1146;6566;0
256 93;82;9463;6014;0
257 49;70;2605;4452;7449
258 31;69;2014;9959;1670
259 89;73;3629;1610;0
260 24;25;1965;4875;0
261 4;4;6559;3969;3865
262 86;5;9528;5305;9046
263 22;57;6964;8733;0
264 55;74;5825;4765;2845
265 37;96;3293;480;5751
266 83;11;5600;9605;0
267 50;76;0;7825;5844
268 50;80;2375;1017;84
269 78;59;4435;0;8173
270 64;72;366;9520;2050
271 33;30;0;9158;195
272 1;94;6367;5346;7729
273 86;36;9694;7749;1576
274 23;4;0;9758;1666
275 57;50;0;7016;432
276 69;92;5191;1687;0
277 20;11;9805;2702;0
278 86;83;2324;7140;1564
279 4;63;6607;2987;1088
280 72;75;0;5869;6219
281 90;40;4327;0;9810
282 6;81;9465;3012;6183
283 89;53;0;4063;9227
284 81;43;0;1210;2216
285 0;73;2868;9386;0
286 26;6;2098;961;1928
287 87;65;78;7337;350
288 42;77;6340;1834;4049
289 7;31;0;921;2456
290 68;49;2234;8873;6155
291 16;56;3063;7034;161
292 79;60;832;1149;7316
293 16;10;1827;4768;0
294 47;33;0;1984;2300
295 84;86;0;2152;5191
296 31;88;675;544;776
297 3;46;2164;7667;0
298 90;76;0;7229;2151
299 38;15;1608;9240;0
300 13;39;0;8581;355
301 51;1;2143;6442;0
302 36;26;4805;8650;5516
303 36;83;292;9159;0
304 23;3;0;2051;531
305 48;13;0;3545;1906
306 9;66;1893;1671;0
307 41;33;4192;8822;954
308 86;88;0;9913;4322
309 83;83;0;3036;2268
310 40;0;1734;2131;0
311 29;36;0;9329;1518
312 27;25;2209;9072;0
313 91;23;6087;5343;8119
314 78;44;4866;9463;6135
315 42;25;6147;192;3957
316 79;83;3234;4391;0
317 14;47;5245;9044;2920
318 60;60;0;4120;2918
319 36;21;0;1757;2141
320 27;73;4329;9686;2777
321 85;87;3504;6991;499
322 92;60;0;9894;1324
323 3;58;0;2712;9536
324 2;23;0;9191;6879
325 9;81;6611;16;8378
326 63;67;4256;0;2024
327 4;76;101;8257;2452
328 51;61;4505;0;1035
329 69;75;4114;2369;5282
330 5;16;4102;40;8757
331 62;1;0;8415;1723
332 92;4;6322;6955;0
333 99;77;7169;3894;9355
334 50;13;0;8278;6061
335 81;69;0;7243;9350
336 14;94;0;2552;2682
337 16;53;0;2489;7225
338 10;31;2104;7691;0
339 82;59;7209;1265;0
340 47;60;0;2932;1337
341 54;85;1211;1138;7048
342 32;95;3313;4576;6031
343 59;81;2060;4319;285
344 72;57;0;3739;6427
345 75;5;2274;7391;0
346 57;87;0;2722;2070
347 26;14;7665;4991;4962
348 51;8;0;4529;687
349 90;77;1440;9756;0
350 20;7;445;3612;0
351 85;37;9375;3493;0
352 33;61;8880;4383;8946
353 90;43;0;2640;6626
354 93;39;1569;6744;8151
355 12;3;9830;7854;9478
356 52;31;1930;399;2243
357 37;92;3383;3240;9698
358 37;45;1756;3449;0
359 93;67;5867;529;0
360 92;92;8584;3102;0
361 47;9;2958;9606;8957
362 72;52;8278;9364;8623
363 52;83;0;3263;7543
364 53;23;4182;3466;8126
365 93;22;159;8353;1003
366 63;62;8256;6973;9940
367 72;38;1077;5067;6668
368 82;87;4598;6780;594
369 15;69;9207;8196;6913
370 11;82;4539;110;1027
371 48;30;0;7386;196
372 81;64;0;2399;1803
373 63;15;0;2031;2493
374 65;0;2514;6722;9035
375 79;63;546;9935;0
376 1;38;4348;5613;3927
377 96;36;0;5078;2574
378 20;2;215;1035;0
379 38;56;0;8639;1311
380 15;38;9874;122;2469
381 63;55;0;4421;2507
382 96;11;0;1759;2402
383 84;77;0;8514;3784
384 21;43;634;1328;417
385 48;61;0;9309;1715
386 56;67;101;4385;1652
387 37;35;1081;2742;0
388 76;51;3856;4615;7226
389 95;5;371;8440;1400
390 37;76;0;9255;56
391 94;70;2601;8537;0
392 37;59;8783;9255;0
393 17;92;4172;4276;3448
394 63;63;0;2733;2323
395 12;17;0;8667;4340
396 63;69;8313;4466;9406
397 61;85;0;819;3102
398 28;76;786;5211;244
399 86;77;3502;6843;5886
400 66;85;0;2309;1303
401 89;47;1477;8836;3999
402 65;58;3623;8628;8002
403 91;81;0;9466;950
404 31;49;5319;3523;8112
405 47;78;1157;245;172
406 19;86;2198;4906;1437
407 20;4;7325;5204;0
408 83;23;2439;2357;7345
409 44;83;6951;6627;0
410 32;80;3625;2614;6917
411 87;56;911;8313;0
412 70;87;231;4009;0
413 84;49;4532;0;260
414 86;74;0;9308;8771
415 58;64;5762;0;8704
416 33;15;3690;0;2196
417 92;57;0;101;768
418 11;0;7957;8453;7614
419 29;19;5415;1260;8481
420 73;8;620;9227;784
421 97;90;1643;640;4522
422 31;53;7644;8982;0
423 9;39;2436;9737;0
424 19;82;4066;0;5161
425 13;67;367;435;0
426 40;74;7131;7993;0
427 73;13;0;5799;8321
428 20;54;5441;8637;7257
429 0;56;1567;8541;0
430 77;83;9727;7969;0
431 88;66;8128;6409;9771
432 44;21;1452;7000;1404
433 22;98;5256;5321;9615
434 4;52;4518;5681;646
435 1;23;3135;5335;9861
436 24;74;6418;8713;0
437 95;93;0;768;1921
438 55;98;2622;1549;0
439 16;42;7913;3044;7757
440 31;14;0;884;2223
441 24;99;3402;5727;7287
442 36;20;0;7510;149
443 46;97;5311;4425;3061
444 44;31;0;5535;350
445 57;58;9182;4359;0
446 86;54;8422;9949;2039
447 66;73;0;2197;4398
448 70;4;0;3520;1825
449 89;44;1676;5033;0
450 30;2;1891;4132;0
451 59;45;8630;2722;6118
452 39;76;7316;5979;4174
453 97;96;0;3115;242
454 24;71;2598;1219;7744
455 22;56;0;8490;713
456 4;37;1227;1309;851
457 32;27;1935;7265;4922
458 39;34;900;5667;5188
459 26;13;7541;2752;5935
460 12;27;9142;7848;8331
461 25;14;754;6171;4258
462 11;2;5975;0;3845
463 51;68;9170;6324;0
464 45;43;0;1754;1832
465 17;57;662;3426;1275
466 83;22;0;8401;2261
467 34;84;246;5601;0
468 31;5;8429;6314;0
469 61;93;7363;6440;0
470 2;18;3980;1688;2537
471 60;77;6955;5843;0
472 12;44;1395;7830;588
473 26;46;1162;0;4707
474 0;73;2079;2214;322
475 36;68;2291;0;9654
476 32;46;2041;0;5834
477 76;74;7081;4884;3283
478 40;20;3755;9782;9648
479 24;59;5872;697;0
480 99;34;9454;0;4195
481 88;24;9043;2471;1078
482 86;85;9203;4450;3123
483 14;67;0;5765;267
484 19;41;150;4685;0
485 12;54;0;1625;634
486 29;61;111;4032;2487
487 78;9;0;2968;8963
488 64;23;0;991;5078
489 21;86;459;2367;2769
490 56;93;632;6671;1651
491 23;10;1354;4045;222
492 48;0;157;2432;5989
493 95;88;5113;3992;7293
494 56;17;4199;0;355
495 60;43;125;7267;0
496 80;86;856;667;0
497 67;57;1401;7678;0
498 93;3;4654;2010;6572
499 80;40;3916;1942;0
500 72;79;9182;3397;4218
501 85;54;2606;7405;3995
502 52;31;501;0;1716
503 20;15;762;233;0
504 49;69;4440;7167;4373
505 52;87;9807;8555;0
506 53;35;0;5159;2255
507 67;2;2534;3723;0
508 36;44;3497;6129;5857
509 66;35;3475;4208;396
510 27;94;3323;1749;0
511 86;26;4253;748;2190
512 19;48;2177;7825;0
513 62;45;2198;3828;0
514 80;15;5711;6030;0
515 2;44;0;5588;279
516 65;74;0;9377;1361
517 2;95;8631;3480;3702
518 75;12;0;3366;475
519 42;81;3962;6632;2589
520 68;19;376;1914;2234
521 91;84;0;6417;556
522 71;42;5942;0;3949
523 84;28;7202;4056;0
524 43;40;8120;904;6624
525 44;3;0;8264;3220
526 13;62;8876;3759;1001
527 89;84;1746;1164;0
528 13;1;5968;9248;8226
529 64;98;0;391;3827
530 21;14;9037;9634;7410
531 12;14;7315;5107;0
532 21;4;0;6918;5549
533 25;45;0;4785;7896
534 35;31;2081;5170;262
535 16;69;1347;1048;4525
536 59;14;9861;2766;5143
537 33;81;0;6788;2305
538 75;8;5933;8302;0
539 31;64;0;4049;843
540 93;96;0;389;6149
541 54;32;3005;2828;9213
542 51;73;0;2345;6373
543 47;0;6182;5962;619
544 89;75;558;4270;7884
545 47;49;699;3696;264
546 95;30;0;1017;53
547 67;87;3162;7803;6671
548 6;4;4159;841;0
549 94;96;2063;2676;1369
550 32;72;7835;2372;8911
551 0;55;8883;9759;0
552 21;50;1105;8983;0
553 76;32;0;4595;4231
554 81;7;7882;6417;7882
555 54;59;465;6351;0
556 93;28;7432;1067;434
557 55;51;7601;4462;7832
558 36;83;1479;2839;0
559 69;80;9749;9407;5520
560 25;95;8422;8389;4334
561 47;60;1251;4192;5069
562 87;52;0;3372;3134
563 20;59;6770;7105;0
564 63;13;0;2348;1571
565 99;93;1522;9533;5073
566 69;30;805;641;0
567 70;98;1194;6958;0
568 27;96;9116;6357;6080
569 26;30;0;3367;5802
570 35;22;1673;4838;5048
571 19;6;259;7894;963
572 62;13;8077;384;7821
573 90;62;926;1544;216
574 69;45;7880;0;9688
575 83;40;5423;9085;9371
576 95;35;0;4784;2320
577 48;35;1299;4690;2508
578 29;78;0;9011;1898
579 13;56;1961;9896;0
580 59;82;7420;8126;5472
581 93;28;768;1144;0
582 34;3;8514;0;3206
583 99;11;3934;0;3264
584 61;75;5717;2501;0
585 87;75;3611;2432;9962
586 76;18;857;8319;1071
587 5;76;0;8231;780
588 5;42;849;2364;0
589 44;92;1070;5704;7796
590 82;21;8426;5590;4671
591 83;55;310;3881;27
592 42;88;976;2554;1047
593 24;50;0;9728;5222
594 32;75;4868;8974;0
595 17;52;0;4902;1089
596 64;43;0;8099;3718
597 81;48;0;8154;701
598 31;66;0;4908;819
599 2;63;2425;2058;2896
600 49;16;2298;2369;1481
601 69;94;7495;6218;6639
602 16;43;9573;0;7551
603 71;65;4021;7319;0
604 18;66;9193;4556;0
605 61;66;8981;9571;3068
606 44;85;0;7495;117
607 43;27;262;5472;1997
608 0;8;2069;4807;0
609 13;60;9798;1071;0
610 41;45;183;8000;1257
611 46;95;3307;9126;568
612 56;82;0;2967;1656
613 38;69;0;7913;422
614 98;28;5566;9666;2418
615 4;87;42;5653;657
616 78;14;266;2195;628
617 29;19;0;6201;4918
618 90;43;0;6908;8300
619 98;4;0;722;410
620 22;81;703;9709;0
621 8;77;1957;4121;7388
622 25;50;1547;4118;0
623 94;39;451;5725;0
624 18;69;8083;952;1687
625 99;54;0;771;7863
626 88;30;0;2223;1002
627 12;10;8852;5858;4845
628 49;63;0;5713;6185
629 18;8;378;8498;1593
630 97;92;0;1910;5521
631 6;76;893;1219;5460
632 79;75;2145;9592;0
633 23;54;7314;8735;0
634 84;56;4612;8181;4264
635 2;67;5766;7449;1207
636 13;90;2111;7442;0
637 16;40;9731;7270;1353
638 41;19;0;9165;1705
639 35;23;1785;4990;8801
640 59;92;1807;466;7199
641 93;66;886;8647;1537
642 77;38;1575;4543;2398
643 46;44;8318;9859;0
644 47;96;7980;0;3825
645 99;7;3638;0;1629
646 31;16;0;6100;1264
647 30;97;70;9930;0
648 76;86;0;5495;1903
649 32;45;5971;4527;4761
650 68;0;5103;4264;0
651 2;71;0;9735;238
652 3;48;9810;2901;1624
653 95;81;0;9339;1810
654 45;20;0;4644;4424
655 53;93;782;2306;703
656 93;12;1255;59;0
657 60;34;1318;4494;0
658 32;34;8855;9139;6820
659 58;58;1784;4873;7940
660 70;98;5376;8572;2201
661 49;24;230;4186;9819
662 58;40;6699;9754;2199
663 40;22;1475;4195;0
664 6;40;5433;1869;1590
665 11;24;0;8481;47
666 47;88;7254;4373;0
667 78;28;0;5069;858
668 59;52;8670;2422;7862
669 6;81;7281;455;9665
670 26;97;0;8756;2475
671 57;77;1154;5715;0
672 30;30;1078;3172;0
673 78;66;1426;9181;0
674 86;37;6259;9602;2057
675 34;57;351;8082;866
676 17;65;0;4544;2465
677 62;14;6048;0;52
678 83;23;2441;5216;0
679 34;83;0;3996;5014
680 30;37;131;3713;0
681 72;50;2227;3563;0
682 2;53;8698;3290;5316
683 51;56;0;2147;228
684 95;64;3926;4265;9545
685 60;23;2723;6901;252
686 90;17;3907;8013;6860
687 93;50;0;2017;9812
688 15;68;1292;2517;0
689 97;83;8814;7250;7391
690 14;31;393;5717;1014
691 92;86;2019;4381;4666
692 76;28;6990;4139;2619
693 25;50;9607;3351;7258
694 55;11;7885;4520;5781
695 58;39;2321;5706;9017
696 57;33;855;7155;1555
697 13;25;6015;5303;7458
698 59;12;0;2783;233
699 6;82;1516;1606;0
700 0;59;2402;254;303
701 86;1;8046;0;5548
702 44;77;0;2137;987
703 82;97;0;8374;2266
704 38;86;2284;6748;0
705 72;58;0;2810;7389
706 99;0;1315;8132;0
707 47;89;7230;4329;0
708 50;63;1879;2611;1068
709 78;0;7271;3352;4246
710 74;20;3735;1677;0
711 2;29;6484;746;164
712 78;80;0;1212;7525
713 30;56;0;2222;680
714 82;76;681;7501;0
715 58;53;0;6425;161
716 32;28;0;6518;2092
717 46;70;2757;112;3852
718 85;85;5983;7042;0
719 14;26;6859;6976;8165
720 39;31;944;7154;0
721 7;42;6977;4436;8488
722 89;67;2304;4037;0
723 98;30;279;3208;1628
724 1;33;8520;6520;9231
725 40;18;4283;4897;2120
726 4;54;5664;0;3812
727 58;13;7163;0;7782
728 36;59;5140;4792;1908
729 56;17;0;8557;705
730 70;0;503;2886;959
731 77;8;0;1682;1826
732 37;14;6961;201;1177
733 4;55;6093;3086;8945
734 32;72;7400;0;9464
735 4;21;7705;5930;3950
736 17;31;131;7405;0
737 41;85;74;9773;0
738 4;60;3277;9677;3956
739 90;94;330;5104;0
740 76;0;4039;0;6486
741 51;45;0;5109;1435
742 62;2;2317;8020;0
743 53;68;306;9337;0
744 61;88;3391;8509;0
745 13;28;1945;4563;0
746 48;64;791;1550;1856
747 69;52;2482;7453;0
748 76;21;1401;0;9022
749 16;91;9469;911;0
750 66;97;0;3334;8176
751 26;37;5101;7503;256
752 71;14;1499;4818;0
753 27;51;0;3064;955
754 98;4;4070;4256;0
755 48;81;423;893;0
756 61;91;2159;8840;0
757 3;12;4857;4554;4331
758 96;94;0;2992;2433
759 56;93;1345;2146;0
760 20;77;0;7397;2065
761 75;20;611;5872;2112
762 1;78;0;844;1844
763 58;30;840;2970;1790
764 54;53;0;7502;588
765 64;41;3439;466;0
766 55;59;0;8871;1755
767 89;86;5454;9544;6809
768 7;58;964;7729;0
769 70;22;5607;1508;4722
770 18;92;2401;2056;0
771 85;8;1577;8505;0
772 12;62;440;1117;0
773 75;22;6831;729;5517
774 71;90;6128;6409;4732
775 2;73;0;1749;347
776 86;83;7908;3059;4627
777 49;37;8917;7436;522
778 37;83;3956;3665;9065
779 82;49;0;4690;1649
780 70;0;8074;8924;6711
781 7;3;4837;8300;0
782 52;79;0;2110;2168
783 29;90;1064;7339;0
784 27;58;2260;8611;1187
785 18;4;0;5669;456
786 39;49;0;8155;7745
787 1;38;1573;6489;0
788 10;95;7372;0;6661
789 92;16;2478;5504;0
790 97;26;244;8168;1707
791 39;24;3294;5494;6513
792 86;86;0;4329;8179
793 71;91;5911;2427;0
794 94;87;1465;8021;0
795 32;9;1290;321;0
796 27;81;0;5835;8205
797 95;37;0;5943;7384
798 40;31;0;5660;189
799 95;14;0;5357;1225
800 95;42;2912;9810;9132
801 80;49;0;7728;1573
802 22;62;2019;9662;0
803 67;75;4920;4705;9976
804 13;49;2331;3798;5177
805 57;12;5734;9640;0
806 7;57;1230;8726;0
807 93;89;0;777;756
808 34;96;0;9639;1846
809 91;49;5613;3188;0
810 28;17;0;4168;943
811 60;27;4846;0;7486
812 76;20;0;9869;10
813 25;10;7965;1680;2961
814 17;92;5178;213;0
815 17;77;2702;6204;7565
816 13;37;3736;8055;4145
817 28;76;0;7442;1692
818 23;83;9260;9355;4506
819 24;37;7191;4173;6743
820 59;89;300;8909;0
821 5;68;7193;1635;1195
822 88;10;0;2361;1599
823 5;24;2448;9229;0
824 67;5;2012;6376;2054
825 55;82;1959;9045;0
826 50;91;3763;5607;374
827 5;52;1451;8465;351
828 69;87;486;2511;8406
829 46;19;2633;1036;6342
830 6;87;466;3957;0
831 75;41;0;5379;488
832 11;66;1969;6607;505
833 23;19;7227;8066;2546
834 13;70;0;6506;9293
835 71;37;7037;750;6860
836 81;8;2935;720;4801
837 74;76;9658;5997;8282
838 2;1;8386;2545;8614
839 52;6;3010;1693;5961
840 71;9;1189;3120;0
841 77;84;0;7559;4536
842 28;77;7957;4488;2421
843 67;72;0;7440;7612
844 11;74;1570;4108;0
845 8;37;1720;1960;102
846 90;2;2716;4998;462
847 81;32;0;8158;1239
848 13;87;2917;3739;0
849 94;29;2536;9655;37
850 98;79;1251;1238;0
851 80;79;8642;2595;0
852 31;68;2980;805;8996
853 58;38;1099;6182;0
854 35;52;249;5653;0
855 66;71;587;1269;5733
856 66;55;4676;9708;5690
857 81;49;336;5981;0
858 22;55;0;6036;4265
859 75;13;954;9202;0
860 83;10;1208;0;2675
861 58;8;0;8558;1418
862 90;28;572;1580;1306
863 33;59;1612;939;0
864 12;29;9069;9817;2395
865 83;54;656;8727;5539
866 88;96;1379;4553;1419
867 94;87;449;7365;0
868 53;93;7305;5371;984
869 66;4;7875;3771;2239
870 58;66;0;2385;7975
871 88;41;1387;2562;0
872 79;20;2973;4017;3715
873 47;17;284;575;5106
874 38;43;1490;5883;399
875 13;5;2927;7320;5049
876 12;88;3170;2459;8164
877 85;38;3541;2355;0
878 9;60;1476;7196;2297
879 51;16;24;3417;0
880 2;18;1677;9114;2430
881 7;52;0;7061;4957
882 52;84;1592;3443;9631
883 50;85;311;2439;7680
884 76;80;7386;5458;3918
885 26;1;236;9633;2381
886 34;57;6703;6884;2826
887 58;65;2823;903;0
888 59;64;907;7305;0
889 37;94;0;4913;9256
890 52;93;0;4907;6163
891 79;67;7122;2893;0
892 7;0;0;9919;1288
893 17;20;3811;7527;8562
894 90;43;0;9331;5399
895 87;94;8319;370;4819
896 24;79;0;1135;1109
897 49;60;56;2456;1845
898 15;28;0;9245;4125
899 12;45;0;9006;1637
900 45;67;0;125;371
901 21;13;9719;0;9917
902 87;72;533;3576;0
903 94;97;0;9880;1263
904 83;30;3248;0;8957
905 72;10;0;3807;2285
906 85;77;3687;7525;7453
907 93;71;7110;9470;1204
908 63;89;1573;5537;0
909 44;47;2239;3016;2339
910 57;63;0;6848;776
911 31;14;9405;2033;4959
912 52;34;2605;6431;0
913 30;84;4707;1817;1156
914 76;45;0;7163;8175
915 56;41;0;6842;1302
916 65;15;2164;3583;0
917 16;90;0;3180;6488
918 55;42;468;6133;162
919 4;70;0;8853;5458
920 23;16;5031;0;6403
921 49;56;1511;321;0
922 71;69;8062;8058;4634
923 46;84;763;2907;1367
924 72;32;8305;1785;0
925 65;5;2411;5862;0
926 83;87;0;438;4608
927 92;27;7012;1393;4448
928 11;71;0;6046;553
929 90;27;2061;7568;2037
930 8;82;4968;4047;0
931 90;87;1661;8768;0
932 89;87;5829;4288;9959
933 37;40;7119;0;8181
934 34;13;2968;0;9330
935 29;25;29;7910;1138
936 71;57;0;308;1976
937 45;22;301;0;8534
938 10;88;0;5191;1816
939 84;47;0;3033;767
940 55;77;4661;0;6335
941 48;16;1965;0;6583
942 30;20;2504;8614;8491
943 60;80;8778;8867;8883
944 91;21;1402;8455;0
945 48;77;843;330;499
946 34;21;0;9229;9170
947 61;39;2721;8845;0
948 15;87;8170;5576;0
949 11;42;3573;6195;0
950 52;43;7478;6409;3643
951 96;7;3925;0;3126
952 30;99;1822;3355;1009
953 43;48;724;7950;0
954 75;64;0;7961;1177
955 76;49;8405;1264;202
956 75;32;648;509;1461
957 45;70;2;7780;811
958 6;25;1799;5554;4842
959 34;36;3885;8881;2885
960 23;8;268;4515;0
961 53;2;2071;9284;6533
962 45;92;4781;6522;9237
963 98;73;0;3674;834
964 38;32;9361;6115;7513
965 8;37;3257;7401;4261
966 3;32;5942;4691;3557
967 17;89;1339;4227;9406
968 9;45;2351;5192;0
969 80;86;0;7571;454
970 9;70;0;9181;640
971 90;45;5421;1623;4541
972 25;68;2692;2341;64
973 70;16;9945;1767;6815
974 45;54;3311;7495;4010
975 68;24;2257;6857;1987
976 34;43;7909;3894;0
977 88;2;1344;7254;615
978 38;87;965;7035;0
979 24;77;1580;3928;0
980 3;11;0;5959;6124
981 91;47;9203;1557;0
982 42;36;4541;8444;0
983 43;11;7050;9148;6113
984 15;79;6583;7118;5588
985 20;52;455;4378;3181
986 0;48;0;6783;462
987 3;85;827;2129;0
988 40;61;0;5778;1475
989 27;56;7215;8258;5616
990 68;76;5768;1297;2432
991 12;88;0;3459;1417
992 2;75;1994;3953;0
